datetime,open,high,low,close,volume
2021-05-17 20:00:00,44271.64062,44935.0,44107.5,44823.42969,0.0
2021-05-17 21:00:00,44823.42969,44823.42969,43331.39062,43535.82812,0.0
2021-05-17 22:00:00,43533.37891,44376.55078,42697.21875,42925.69141,0.0
2021-05-17 23:00:00,42921.62891,43823.98047,42571.46875,43552.78125,0.0
2021-05-18 00:00:00,43573.51953,44592.37891,43207.91016,44408.66016,0.0
2021-05-18 01:00:00,44384.78125,45299.66016,44344.98047,45102.26953,0.0
2021-05-18 02:00:00,45116.94141,45179.28906,44600.0,45075.19922,0.0
2021-05-18 03:00:00,45054.35938,45070.019531,44712.26172,44812.71094,0.0
2021-05-18 04:00:00,44786.039062,45600.0,44786.039062,45364.21875,0.0
2021-05-18 05:00:00,45387.67188,45528.94141,45148.62891,45409.96094,0.0
2021-05-18 06:00:00,45405.64062,45814.44922,44871.67188,44952.64844,0.0
2021-05-18 07:00:00,44959.98828,45225.21875,44892.26953,45185.78906,0.0
2021-05-18 08:00:00,45194.48828,45402.76172,44908.53906,44974.44141,0.0
2021-05-18 09:00:00,44994.62109,45105.55859,44695.42188,44979.60938,0.0
2021-05-18 10:00:00,45000.011719,45494.35156,44817.96875,45411.78125,0.0
2021-05-18 11:00:00,45421.80078,45698.48047,45210.73047,45345.53125,0.0
2021-05-18 12:00:00,45387.25,45387.25,43817.82812,44041.30078,0.0
2021-05-18 13:00:00,44029.25,44118.10938,43371.51953,43767.66016,0.0
2021-05-18 14:00:00,43747.19922,43747.19922,42714.76953,43270.48047,0.0
2021-05-18 15:00:00,43252.46875,43795.35156,42889.64844,43080.050781,0.0
2021-05-18 16:00:00,43029.51172,43720.0,42715.69922,43661.96875,0.0
2021-05-18 17:00:00,43651.96094,43849.48828,43364.37891,43385.67188,0.0
2021-05-18 18:00:00,43381.66016,43381.66016,42421.078125,42874.44922,0.0
2021-05-18 19:00:00,42840.16016,43609.73828,42560.19922,43300.019531,0.0
2021-05-18 20:00:00,43308.69141,43503.41016,42830.0,43274.55859,0.0
2021-05-18 21:00:00,43287.39844,43502.92188,42811.011719,43010.53125,0.0
2021-05-18 22:00:00,43021.57031,43283.12891,42756.87891,42848.98047,0.0
2021-05-18 23:00:00,42840.89844,43201.85156,42335.17969,42878.75,0.0
2021-05-19 00:00:00,42857.14844,43583.76953,42532.76953,42639.33984,0.0
2021-05-19 01:00:00,42620.12891,42645.33984,40555.94141,40843.070312,0.0
2021-05-19 02:00:00,40868.98828,41299.48828,40255.64062,40255.64062,0.0
2021-05-19 03:00:00,40266.19922,41031.67188,40124.21094,40540.070312,0.0
2021-05-19 04:00:00,40564.53125,40840.89844,38537.53125,39269.60938,0.0
2021-05-19 05:00:00,39242.039062,39841.85938,39021.89844,39230.35938,0.0
2021-05-19 06:00:00,39190.03125,39872.48047,39136.75,39372.28906,0.0
2021-05-19 07:00:00,39378.57031,40436.12109,38762.050781,40387.28125,0.0
2021-05-19 08:00:00,40367.21094,40706.39844,39883.32031,40459.48047,0.0
2021-05-19 09:00:00,40478.57812,40707.32031,40073.82031,40340.89844,0.0
2021-05-19 10:00:00,40334.0,40422.32031,38888.0,39348.69141,0.0
2021-05-19 11:00:00,39379.80859,39390.0,36306.92969,38625.87109,0.0
2021-05-19 12:00:00,38696.94922,39019.91016,31807.57031,34841.37109,0.0
2021-05-19 13:00:00,34544.21875,37389.78906,30288.16016,36166.03125,0.0
2021-05-19 14:00:00,36187.058594,37845.60938,34298.46875,37845.60938,0.0
2021-05-19 15:00:00,37908.94922,38118.21875,36904.35938,37390.28125,0.0
2021-05-19 16:00:00,37477.070312,42956.39844,36543.26172,40552.28906,0.0
2021-05-19 17:00:00,40528.53125,42033.44141,39038.62109,39499.51172,0.0
2021-05-19 18:00:00,39470.78125,39686.80078,37766.30859,38148.37109,0.0
2021-05-19 19:00:00,38141.57812,39528.44922,37902.73828,39420.96875,0.0
2021-05-19 20:00:00,39401.80078,40182.98047,38145.71875,38326.46875,0.0
2021-05-19 21:00:00,38390.25,39025.57031,37142.83984,38837.42969,0.0
2021-05-19 22:00:00,38857.76172,39597.14062,38370.30078,39162.89844,0.0
2021-05-19 23:00:00,39188.87109,39338.39844,36721.16016,36721.16016,0.0
2021-05-20 00:00:00,36778.0,38213.48828,35099.51172,35816.37109,0.0
2021-05-20 01:00:00,35837.25,37388.94141,35703.12109,37039.62109,0.0
2021-05-20 02:00:00,37032.96094,38285.67188,37013.28906,38172.19922,0.0
2021-05-20 03:00:00,38134.62109,38639.23047,37934.10156,38392.89062,0.0
2021-05-20 04:00:00,38407.12891,39783.94922,38407.12891,39499.28906,0.0
2021-05-20 05:00:00,39472.94141,40017.25,39298.39844,39970.19141,0.0
2021-05-20 06:00:00,39997.76172,40235.87891,39343.92969,39794.98828,0.0
2021-05-20 07:00:00,39754.57812,40760.44141,39754.57812,40043.39062,0.0
2021-05-20 08:00:00,40043.48828,40300.0,39400.011719,39879.42969,0.0
2021-05-20 09:00:00,39870.80078,40230.85938,38856.44141,39966.96094,0.0
2021-05-20 10:00:00,40002.94141,40486.82812,39612.37891,40468.14062,0.0
2021-05-20 11:00:00,40467.14844,40722.16016,39814.73047,40561.71875,0.0
2021-05-20 12:00:00,40543.92188,42057.55078,40188.66016,41832.16016,0.0
2021-05-20 13:00:00,41871.10938,42570.0,41637.050781,41808.33984,0.0
2021-05-20 14:00:00,41845.39062,42271.64062,41368.058594,41565.23047,0.0
2021-05-20 15:00:00,41559.48828,42108.32031,41193.76172,41526.14062,0.0
2021-05-20 16:00:00,41567.12109,41567.12109,38422.039062,39402.16016,0.0
2021-05-20 17:00:00,39410.98828,40144.85938,38878.25,39894.69922,0.0
2021-05-20 18:00:00,39855.0,40073.85938,39394.89844,39927.28906,0.0
2021-05-20 19:00:00,39920.46094,40455.60938,39690.71094,40289.32812,0.0
2021-05-20 20:00:00,40229.87891,40655.050781,39852.26172,40075.44141,0.0
2021-05-20 21:00:00,40075.37891,40880.37109,39812.23047,40794.67188,0.0
2021-05-20 22:00:00,40778.87891,41611.23828,39600.011719,41611.23828,0.0
2021-05-20 23:00:00,41510.73828,41510.73828,40431.33984,40602.39844,0.0
2021-05-21 00:00:00,40613.69922,42199.71875,40613.69922,41779.78906,0.0
2021-05-21 01:00:00,41803.91016,41874.51172,41417.80859,41525.69922,0.0
2021-05-21 02:00:00,41516.69922,41674.37891,41162.35156,41382.87109,0.0
2021-05-21 03:00:00,41352.37891,41352.37891,40609.71875,40773.67969,0.0
2021-05-21 04:00:00,40742.87891,40744.03125,39772.48047,40027.19922,0.0
2021-05-21 05:00:00,40052.28125,40357.62109,39693.78906,39887.12109,0.0
2021-05-21 06:00:00,39916.96875,40687.69922,39292.050781,40644.67188,0.0
2021-05-21 07:00:00,40628.67188,40628.67188,39587.44922,39814.32812,0.0
2021-05-21 08:00:00,39871.44922,40299.26953,39419.71094,40081.92188,0.0
2021-05-21 09:00:00,40081.96875,41119.37891,40081.96875,40920.94141,0.0
2021-05-21 10:00:00,40920.94141,41173.91016,40689.44141,40793.019531,0.0
2021-05-21 11:00:00,40795.42969,41196.51172,40347.91016,41196.51172,0.0
2021-05-21 12:00:00,41204.48047,41532.21094,40579.94922,40579.94922,0.0
2021-05-21 13:00:00,40565.57031,41285.69922,40385.058594,41151.78906,0.0
2021-05-21 14:00:00,41158.10156,41723.42969,36800.0,37938.87109,0.0
2021-05-21 15:00:00,37965.62109,38417.12109,36744.12891,36843.96094,0.0
2021-05-21 16:00:00,36888.42969,37807.85938,36191.16016,37100.42188,0.0
2021-05-21 17:00:00,37084.23828,37399.98828,36757.050781,37399.98828,0.0
2021-05-21 18:00:00,37394.69141,37394.69141,36463.26172,37207.19141,0.0
2021-05-21 19:00:00,37207.21094,37207.21094,35691.51953,36083.58984,0.0
2021-05-21 20:00:00,36096.75,36328.30859,35212.21094,35253.51172,0.0
2021-05-21 21:00:00,35213.011719,36664.66016,33537.94922,36664.66016,0.0
2021-05-21 22:00:00,36659.96875,37212.35156,36081.69141,36708.60938,0.0
2021-05-21 23:00:00,36682.32812,37449.98828,36398.75,37342.60938,0.0
2021-05-22 00:00:00,37333.10156,37775.0,36984.67188,37709.87891,0.0
2021-05-22 01:00:00,37693.35156,38000.0,37254.51953,37676.17969,0.0
2021-05-22 02:00:00,37671.83984,38106.16016,37250.0,37431.32812,0.0
2021-05-22 03:00:00,37428.57812,37725.0,36599.83984,36971.89844,0.0
2021-05-22 04:00:00,36979.26172,37225.48828,35942.0,36376.48047,0.0
2021-05-22 05:00:00,36352.30078,36645.73828,35429.0,36455.78906,0.0
2021-05-22 06:00:00,36414.57812,36527.60938,35617.058594,36451.92969,0.0
2021-05-22 07:00:00,36466.51953,36466.51953,35696.011719,36291.73047,0.0
2021-05-22 08:00:00,36328.26953,37103.011719,36328.26953,36844.19141,0.0
2021-05-22 09:00:00,36842.35156,37406.23047,36540.28906,37217.51953,0.0
2021-05-22 10:00:00,37290.57812,38619.35156,36908.69141,38372.44922,0.0
2021-05-22 11:00:00,38372.46875,38458.80859,37843.050781,38193.39844,0.0
2021-05-22 12:00:00,38217.98828,38736.53125,37770.57031,38221.64062,0.0
2021-05-22 13:00:00,38209.0,38829.96094,38082.48828,38332.35938,0.0
2021-05-22 14:00:00,38364.96094,38544.96875,37501.76172,37841.44141,0.0
2021-05-22 15:00:00,37855.050781,38607.71094,37140.30078,38180.48828,0.0
2021-05-22 16:00:00,38218.33984,38479.0,37635.48047,38193.23047,0.0
2021-05-22 17:00:00,38203.80859,38571.26172,37851.30078,38026.46094,0.0
2021-05-22 18:00:00,38040.73047,38131.44141,37379.62891,37665.96875,0.0
2021-05-22 19:00:00,37693.19922,37987.73047,37288.011719,37359.21875,0.0
2021-05-22 20:00:00,37328.19141,38217.14844,37328.19141,38085.32812,0.0
2021-05-22 21:00:00,38064.80078,38380.51172,37891.62109,38207.37891,0.0
2021-05-22 22:00:00,38212.42969,38353.16016,37425.10938,37627.14062,0.0
2021-05-22 23:00:00,37658.14062,37876.87109,37460.48828,37476.14844,0.0
2021-05-23 00:00:00,37493.37891,38275.0,36799.62109,38205.57812,0.0
2021-05-23 01:00:00,38225.73828,38235.46875,37935.85156,37940.58984,0.0
2021-05-23 02:00:00,37940.60156,38006.60156,37465.19141,37500.87109,0.0
2021-05-23 03:00:00,37500.87891,37697.089844,37311.46094,37471.28906,0.0
2021-05-23 04:00:00,37448.71875,37448.71875,37088.078125,37235.62891,0.0
2021-05-23 05:00:00,37197.55078,37197.55078,36727.64062,36963.28906,0.0
2021-05-23 06:00:00,36920.80078,37219.85156,36400.0,36694.21094,0.0
2021-05-23 07:00:00,36678.76172,36819.89062,35615.050781,35920.5,0.0
2021-05-23 08:00:00,35951.96875,35951.96875,33972.46094,34444.30078,0.0
2021-05-23 09:00:00,34395.30859,35210.64844,34052.26172,34258.42188,0.0
2021-05-23 10:00:00,34244.57031,35763.41016,34244.57031,35043.57031,0.0
2021-05-23 11:00:00,35047.33984,35784.66016,34754.28125,35427.91016,0.0
2021-05-23 12:00:00,35404.33984,35781.85156,33432.62891,34022.23047,0.0
2021-05-23 13:00:00,33963.76953,33963.76953,32853.25,33725.070312,0.0
2021-05-23 14:00:00,33745.96094,34488.51172,33119.23047,33938.48047,0.0
2021-05-23 15:00:00,33943.64062,33955.41016,33089.94922,33358.64062,0.0
2021-05-23 16:00:00,33331.58984,33549.89062,31176.60938,32283.089844,0.0
2021-05-23 17:00:00,32219.80078,33857.37109,32219.80078,32729.86914,0.0
2021-05-23 18:00:00,32750.0,33200.0,31851.28906,32601.89062,0.0
2021-05-23 19:00:00,32568.39062,33451.94922,32299.93945,33117.17969,0.0
2021-05-23 20:00:00,33096.16016,33928.48047,33096.16016,33687.5,0.0
2021-05-23 21:00:00,33690.71094,34491.60938,33690.71094,34053.39062,0.0
2021-05-23 22:00:00,34069.21875,34941.0,33701.62891,33902.011719,0.0
2021-05-23 23:00:00,33925.30859,35037.44922,33925.30859,34718.21875,0.0
2021-05-24 00:00:00,34796.53125,35796.23047,34796.53125,35300.0,0.0
2021-05-24 01:00:00,35335.60156,35589.96875,34804.39844,35166.10938,0.0
2021-05-24 02:00:00,35183.0,35458.89062,34946.73047,35339.33984,0.0
2021-05-24 03:00:00,35358.82031,35919.78125,35285.85156,35331.51953,0.0
2021-05-24 04:00:00,35334.98047,35468.26172,34447.96094,34952.67188,0.0
2021-05-24 05:00:00,34945.78125,35505.89062,34858.30078,35352.83984,0.0
2021-05-24 06:00:00,35356.17969,36136.48047,35096.17188,36136.48047,0.0
2021-05-24 07:00:00,36156.19922,36841.55078,36156.19922,36721.42969,0.0
2021-05-24 08:00:00,36709.0,36898.66016,36284.41016,36657.011719,0.0
2021-05-24 09:00:00,36682.058594,36682.058594,36241.62109,36275.12109,0.0
2021-05-24 10:00:00,36257.16016,36704.26172,35975.019531,36457.69141,0.0
2021-05-24 11:00:00,36454.57031,37896.35156,36450.011719,37666.23047,0.0
2021-05-24 12:00:00,37650.0,38674.67188,37469.089844,38267.64844,0.0
2021-05-24 13:00:00,38259.64062,38415.78125,37511.78125,37644.91016,0.0
2021-05-24 14:00:00,37620.58984,38058.75,37367.25,37689.67969,0.0
2021-05-24 15:00:00,37706.011719,38194.19141,37403.87109,37585.89062,0.0
2021-05-24 16:00:00,37589.55859,37941.21094,36901.76172,37399.011719,0.0
2021-05-24 17:00:00,37419.53906,37911.37109,37263.60938,37670.019531,0.0
2021-05-24 18:00:00,37725.92188,38310.62891,37462.94922,38000.019531,0.0
2021-05-24 19:00:00,37977.17188,39761.23047,37868.35156,39629.23828,0.0
2021-05-24 20:00:00,39714.46094,39857.78906,38832.67969,39033.96875,0.0
2021-05-24 21:00:00,39012.21094,39363.37891,38432.98828,38508.69922,0.0
2021-05-24 22:00:00,38535.51172,38856.51953,38020.019531,38434.050781,0.0
2021-05-24 23:00:00,38457.98047,38931.28125,38310.71094,38842.94922,0.0
2021-05-25 00:00:00,38878.55859,39832.19141,38646.69141,39474.57031,0.0
2021-05-25 01:00:00,39467.23047,39611.011719,38732.94922,38871.62109,0.0
2021-05-25 02:00:00,38849.67188,38979.44141,38079.46875,38154.17969,0.0
2021-05-25 03:00:00,38147.03125,38415.0,37920.011719,38385.87891,0.0
2021-05-25 04:00:00,38336.35156,38730.75,37755.058594,38415.39844,0.0
2021-05-25 05:00:00,38418.98828,38476.73047,37952.71094,38439.03125,0.0
2021-05-25 06:00:00,38420.28125,39080.21875,38206.03125,38948.67188,0.0
2021-05-25 07:00:00,38944.21875,39203.078125,38742.0,39049.62109,0.0
2021-05-25 08:00:00,39050.17188,39154.37891,38122.94922,38221.089844,0.0
2021-05-25 09:00:00,38197.078125,38298.44922,37822.48828,38004.10156,0.0
2021-05-25 10:00:00,37991.58984,37991.58984,36856.30078,37184.55859,0.0
2021-05-25 11:00:00,37169.69141,37472.39062,36594.46094,36595.83984,0.0
2021-05-25 12:00:00,36584.55078,37233.37109,36542.73828,37198.33984,0.0
2021-05-25 13:00:00,37169.089844,37926.21094,36985.67188,37549.37891,0.0
2021-05-25 14:00:00,37544.78125,38190.23047,37500.0,37715.64844,0.0
2021-05-25 15:00:00,37677.92188,38375.94141,37207.76953,38356.39844,0.0
2021-05-25 16:00:00,38324.89062,38324.89062,37731.41016,37846.51953,0.0
2021-05-25 17:00:00,37838.58984,38087.44922,37577.76172,38029.57031,0.0
2021-05-25 18:00:00,38022.69141,38326.32812,37812.73828,37946.41016,0.0
2021-05-25 19:00:00,37944.55078,37998.39062,37251.0,37351.39844,0.0
2021-05-25 20:00:00,37365.87891,37805.0,37365.87891,37643.28906,0.0
2021-05-25 21:00:00,37657.039062,38110.26172,37487.28906,37976.28125,0.0
2021-05-25 22:00:00,37975.011719,38727.37109,37975.011719,38442.10938,0.0
2021-05-25 23:00:00,38437.82031,38482.37109,38050.23828,38361.82031,0.0
2021-05-26 00:00:00,38371.82031,38624.57031,37869.14062,38133.21875,0.0
2021-05-26 01:00:00,38135.019531,38883.21094,38135.019531,38699.17969,0.0
2021-05-26 02:00:00,38721.71094,39521.85156,38721.71094,39257.32031,0.0
2021-05-26 03:00:00,39286.67188,39590.37891,39157.55078,39580.35938,0.0
2021-05-26 04:00:00,39613.57031,39628.14062,39081.94141,39441.28125,0.0
2021-05-26 05:00:00,39444.16016,39522.33984,39210.96094,39249.039062,0.0
2021-05-26 06:00:00,39264.10156,40741.48828,39223.32812,40598.48047,0.0
2021-05-26 07:00:00,40593.69922,40593.69922,40345.87891,40529.94141,0.0
2021-05-26 08:00:00,40500.011719,40829.76172,39880.62891,40211.089844,0.0
2021-05-26 09:00:00,40199.23047,40469.94141,40153.28125,40212.53125,0.0
2021-05-26 10:00:00,40219.51172,40373.39062,39583.89062,39692.12891,0.0
2021-05-26 11:00:00,39738.089844,39924.80078,39541.41016,39905.62891,0.0
2021-05-26 12:00:00,39905.71094,40267.28125,39819.80859,40199.30859,0.0
2021-05-26 13:00:00,40191.070312,40191.070312,38884.85938,38884.85938,0.0
2021-05-26 14:00:00,38895.73828,39343.87109,38866.26172,39170.10938,0.0
2021-05-26 15:00:00,39178.19922,39271.71094,38535.21875,38783.94922,0.0
2021-05-26 16:00:00,38798.070312,39332.42969,38568.60938,38595.19922,0.0
2021-05-26 17:00:00,38575.0,39051.011719,38106.98828,39051.011719,0.0
2021-05-26 18:00:00,39022.57812,39022.57812,38407.37891,38675.44922,0.0
2021-05-26 19:00:00,38650.5,38650.5,37967.55859,38515.60156,0.0
2021-05-26 20:00:00,38527.058594,38851.30078,38397.62891,38776.12891,0.0
2021-05-26 21:00:00,38770.30078,39179.30859,38615.89844,39087.42969,0.0
2021-05-26 22:00:00,39082.23047,39160.67969,38848.41016,39003.28125,0.0
2021-05-26 23:00:00,39011.98047,39444.19141,38731.32812,39290.67188,0.0
2021-05-27 00:00:00,39293.23047,39293.23047,38486.25,38664.67969,0.0
2021-05-27 01:00:00,38664.26953,38731.57812,37577.28906,37672.10156,0.0
2021-05-27 02:00:00,37655.03125,38038.89062,37562.14844,37895.87109,0.0
2021-05-27 03:00:00,37875.51953,37875.51953,37215.83984,37665.10938,0.0
2021-05-27 04:00:00,37686.51172,37838.87109,37325.12891,37791.19141,0.0
2021-05-27 05:00:00,37793.14062,38236.51953,37532.85156,38202.91016,0.0
2021-05-27 06:00:00,38191.03125,38312.85938,37960.37891,38288.55859,0.0
2021-05-27 07:00:00,38307.71094,38461.14844,38113.67188,38305.37891,0.0
2021-05-27 08:00:00,38338.96094,39144.30859,37900.011719,38885.37891,0.0
2021-05-27 09:00:00,38892.46875,39401.91016,38892.46875,39304.21094,0.0
2021-05-27 10:00:00,39359.66016,39598.19141,39121.89844,39274.87109,0.0
2021-05-27 11:00:00,39266.37109,39789.23047,39266.37109,39776.60938,0.0
2021-05-27 12:00:00,39733.89844,39929.89062,39335.28906,39335.28906,0.0
2021-05-27 13:00:00,39348.37109,40348.62891,39348.37109,39890.011719,0.0
2021-05-27 14:00:00,39900.0,40398.28906,39895.42969,40082.73828,0.0
2021-05-27 15:00:00,40082.73047,40112.17969,39539.46875,39703.16016,0.0
2021-05-27 16:00:00,39717.73828,39740.62109,38830.10938,38885.17188,0.0
2021-05-27 17:00:00,38857.44141,39292.69922,38785.17188,39076.64844,0.0
2021-05-27 18:00:00,39088.21875,39233.51953,38887.070312,39146.85938,0.0
2021-05-27 19:00:00,39140.26172,39142.17969,38544.0,38827.32031,0.0
2021-05-27 20:00:00,38822.83984,38853.55859,38464.058594,38490.078125,0.0
2021-05-27 21:00:00,38488.0,39195.16016,38242.14062,39010.96875,0.0
2021-05-27 22:00:00,39018.69141,39160.76953,38443.98047,38541.089844,0.0
2021-05-27 23:00:00,38546.48828,38766.16016,38338.16016,38524.03125,0.0
2021-05-28 00:00:00,38556.87109,38866.050781,38043.050781,38043.050781,0.0
2021-05-28 01:00:00,38032.23047,38283.19141,37768.78906,38186.48047,0.0
2021-05-28 02:00:00,38168.32031,38367.058594,38071.48047,38328.76172,0.0
2021-05-28 03:00:00,38307.85938,38307.85938,37860.0,38281.011719,0.0
2021-05-28 04:00:00,38279.94922,38279.94922,37313.33984,37362.64844,0.0
2021-05-28 05:00:00,37354.37109,37595.070312,36794.78906,37024.011719,0.0
2021-05-28 06:00:00,37034.078125,37203.57812,36567.44141,36968.10156,0.0
2021-05-28 07:00:00,36970.28906,37355.21875,36582.92969,37020.60938,0.0
2021-05-28 08:00:00,37000.0,37243.96875,35812.32031,35972.75,0.0
2021-05-28 09:00:00,36000.53125,36186.03125,35441.62109,36035.35938,0.0
2021-05-28 10:00:00,36025.94922,36338.0,35777.78125,35988.39062,0.0
2021-05-28 11:00:00,35965.62109,36170.98828,35145.75,35387.62109,0.0
2021-05-28 12:00:00,35376.41016,36829.23828,35314.19141,36699.26953,0.0
2021-05-28 13:00:00,36655.51953,37252.94922,36655.51953,36985.91016,0.0
2021-05-28 14:00:00,36986.089844,37097.76953,36591.66016,36617.60156,0.0
2021-05-28 15:00:00,36622.60938,37026.050781,36495.070312,36799.69922,0.0
2021-05-28 16:00:00,36801.98828,36837.16016,35850.011719,35850.011719,0.0
2021-05-28 17:00:00,35853.58984,36300.0,35735.48047,36017.050781,0.0
2021-05-28 18:00:00,36033.12891,36354.33984,35585.23828,36240.0,0.0
2021-05-28 19:00:00,36226.10156,36500.23828,35674.57031,35802.76953,0.0
2021-05-28 20:00:00,35810.71094,36260.050781,35208.94141,35213.41016,0.0
2021-05-28 21:00:00,35213.42969,35412.83984,34727.83984,35036.55078,0.0
2021-05-28 22:00:00,35049.5,35585.30859,34793.73828,35073.28125,0.0
2021-05-28 23:00:00,35060.0,35884.80859,34997.82031,35680.92188,0.0
2021-05-29 00:00:00,35680.48047,36356.60156,35663.35156,36242.14062,0.0
2021-05-29 01:00:00,36238.039062,36510.0,36116.10938,36375.53906,0.0
2021-05-29 02:00:00,36388.96094,36560.89062,36139.12891,36349.83984,0.0
2021-05-29 03:00:00,36374.76953,36692.41016,36178.55859,36471.039062,0.0
2021-05-29 04:00:00,36470.85938,36622.60156,35721.69141,35721.69141,0.0
2021-05-29 05:00:00,35764.26172,37213.92969,35764.26172,36899.57031,0.0
2021-05-29 06:00:00,36882.76172,37053.35938,36500.55859,36543.050781,0.0
2021-05-29 07:00:00,36531.78125,36680.71094,36093.089844,36178.46094,0.0
2021-05-29 08:00:00,36162.75,36338.17188,35738.80859,35802.26172,0.0
2021-05-29 09:00:00,35775.26953,35863.57031,34934.80078,35407.87891,0.0
2021-05-29 10:00:00,35412.41016,35482.039062,35056.78125,35251.82812,0.0
2021-05-29 11:00:00,35266.26172,35706.94141,34696.21875,35420.14844,0.0
2021-05-29 12:00:00,35409.5,35409.5,34663.69922,34794.83984,0.0
2021-05-29 13:00:00,34807.41016,34930.60156,34173.82031,34908.51172,0.0
2021-05-29 14:00:00,34886.35156,35227.64062,34450.0,34635.44922,0.0
2021-05-29 15:00:00,34612.21094,34612.21094,34015.26172,34413.37109,0.0
2021-05-29 16:00:00,34415.14062,34983.35156,34069.96875,34875.91016,0.0
2021-05-29 17:00:00,34852.39844,34852.39844,33753.66016,33920.85156,0.0
2021-05-29 18:00:00,33891.21094,34173.75,33656.32031,34065.44141,0.0
2021-05-29 19:00:00,34080.35938,34209.28906,33721.78125,34045.73047,0.0
2021-05-29 20:00:00,34051.83984,34449.85938,33805.66016,34267.10156,0.0
2021-05-29 21:00:00,34271.62109,34741.44922,34105.011719,34688.10938,0.0
2021-05-29 22:00:00,34664.19141,34664.19141,34299.66016,34483.44141,0.0
2021-05-29 23:00:00,34499.48047,34999.23047,34243.73047,34618.73047,0.0
2021-05-30 00:00:00,34639.91016,34641.89844,33498.011719,33902.35156,0.0
2021-05-30 01:00:00,33910.23047,34070.019531,33636.98047,33939.14844,0.0
2021-05-30 02:00:00,33932.60938,34651.89844,33848.17969,34559.17188,0.0
2021-05-30 03:00:00,34584.55078,34894.92969,34395.44141,34784.55078,0.0
